"AV Assets","26 Sep 2025 12:03PM GMT-0300","857"
"Delfia","Alameda Tocantins, 350","Barueri","None","06455-020","Brazil"
"Evandro Santiago","defa6es","CSAM customers,All Roles Customers,CSAM customers,All Roles Customers"
"Asset Id","Name","IP Addresses","Modules","OS","Last Logged-In User","Last Inventory","Activity","NetBIOS Name","Sources","Tags"
"134035420","SPRDAPRPGRU15","fe80:0:0:0:250:56ff:fea3:e2dc,192.168.0.25","VM,SCA,GAV","Red Hat Enterprise Linux 9.6","sysgru","25 Sep 2025 11:40PM GMT-0300","Manifest Downloaded","","Cloud Agent","Cloud Agent, GRU_ACN_2-Menor, GRU-GERAL, GRU_CAT_ACN-AMS"
"151535913","SPRDCCTVGRU21.gru.local","10.36.60.101,169.254.156.113,10.36.61.101,10.36.57.113,10.36.57.114,10.36.57.115,10.36.57.101","VM,SCA,GAV","Microsoft Windows Server 2019 Datacenter 10.0.17763 64-bit N/A Build 17763 UBR 4252","GRU\eduardo.silva","26 Sep 2025 09:16AM GMT-0300","Inventory Scan Complete","SPRDCCTVGRU21","Cloud Agent","Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-CFTV"
"193162158","172.31.52.233","172.31.52.233","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193162157","10.36.52.142","10.36.52.142","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193176502","172.31.52.42","172.31.52.42","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193176501","shombdgru10.gru.local","10.36.52.249","VM,GAV","Windows 2016/2019/10","'-","'-","Scanned","SHOMBDGRU10","","AG_GRU_Homologação"
"109924021","SPRDSIEM02","172.31.46.31,fe80:0:0:0:250:56ff:fe92:7484","VM,SCA,GAV","Debian Linux 11.11","root","25 Sep 2025 11:25PM GMT-0300","Inventory Scan Complete","","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"95849868","sprdapbigru01","fe80:0:0:0:569f:35ff:fe73:1136,172.31.49.156,10.1.1.129,fe80:0:0:0:569f:35ff:fe73:bbc","VM,SCA,GAV","Red Hat Enterprise Linux Server 6.6","sysgru","26 Sep 2025 12:25AM GMT-0300","Manifest Downloaded","","Cloud Agent","Cloud Agent, GRU_ACN_2-Menor, GRU-GERAL, GRU_CAT_ACN-SAP"
"193176505","172.31.52.121","172.31.52.121","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193176504","10.36.52.106","10.36.52.106","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193176509","172.31.52.17","172.31.52.17","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"238816770","SPRDAPBHSGRU02.gru.local","172.31.50.218","VM,SCA,GAV","Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763 UBR 3113","Administrator","26 Sep 2025 06:18AM GMT-0300","Inventory Scan Complete","SPRDAPBHSGRU02","Cloud Agent","Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-INFRACRITICA"
"193176514","10.36.52.64","10.36.52.64","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"23300385","SPRDAPATKGRU01.gru.local","172.31.49.9","VM,SCA,GAV","Microsoft Windows Server 2012 R2 Datacenter 6.3.9600 64-bit N/A Build 9600 UBR 21620","gru.local\adm-eduardo.silva","25 Sep 2025 11:53PM GMT-0300","Inventory Scan Complete","SPRDAPATKGRU01","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"56003349","SHOMBDCMSGRU01.gru.local","172.31.52.33,172.31.62.130,fe80:0:0:0:fa1:8b03:ca8:a139","VM,SCA,GAV","Microsoft Windows Server 2019 Datacenter 10.0.17763 64-bit N/A Build 17763 UBR 7792","GRU\albert.souza","25 Sep 2025 06:49PM GMT-0300","Inventory Scan Complete","SHOMBDCMSGRU01","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"150753452","1950237-DC2.sd1950237.carpark","fe80:0:0:0:e921:3f84:2e45:4162,172.31.48.22","VM,SCA,GAV","Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 6529","SD1950237\Administrator","26 Sep 2025 12:58AM GMT-0300","Inventory Scan Complete","1950237-DC2","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"216663229","SPRDCFTVGRU210","10.36.61.210,10.36.60.210,172.31.57.210,fe80:0:0:0:d71e:4c26:92a9:e754,172.31.62.210","VM,SCA,GAV","Microsoft Windows Server 2022 Standard 10.0.20348 64-bit N/A Build 20348 UBR 4171","Alpha","25 Sep 2025 07:54PM GMT-0300","Inventory Scan Complete","SPRDCFTVGRU210","Cloud Agent","Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-CFTV"
"26728909","SPRDAPSAPGRU01","192.168.0.19","VM,SCA,GAV","Microsoft Windows Server 2012 Datacenter 6.2.9200 64-bit N/A Build 9200","svc-rp","18 Jun 2024 03:49PM GMT-0300","Inventory Scan Complete","SPRDAPSAPGRU01","Cloud Agent","Unmanaged, Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-SAP"
"53338999","SPRDCCTVGRU02.gru.local","fe80:0:0:0:b252:296:cdec:ee8d,10.36.61.46,10.36.60.46,fe80:0:0:0:1bbc:da34:e882:b6af,10.36.57.47","VM,SCA,GAV","Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763 UBR 5458","GRU\thiago.pereira","26 Sep 2025 02:53AM GMT-0300","Inventory Scan Complete","SPRDCCTVGRU02","Cloud Agent","Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-CFTV"
"187931497","SHOMAPBCBPGRU02.gru.local","172.31.52.150","VM,SCA,GAV","Microsoft Windows Server 2022 Datacenter 10.0.20348 64-bit N/A Build 20348 UBR 4171","Alpha","26 Sep 2025 08:20AM GMT-0300","Inventory Scan Complete","SHOMAPBCBPGRU02","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"24693029","SVEDI2-GRU.gru.local","172.31.50.81","VM,SCA,GAV","Microsoft Windows 7 Professional 6.1.7601 32-bit Service Pack 1 Build 7601","GRU\sistemas.gru","26 Sep 2025 05:38AM GMT-0300","Inventory Scan Complete","SVEDI2-GRU","Cloud Agent","Cloud Agent, GRU_ACN_5-Catastrofico, GRU-GERAL, GRU_CAT_ACN-TARIFAGRU"
"20312402","SPRDAPCCGRU03.gru.local","172.31.49.14","VM,SCA,GAV","Microsoft Windows Server 2016 Datacenter 10.0.14393 64-bit N/A Build 14393 UBR 7606","Administrator","26 Sep 2025 12:25AM GMT-0300","Inventory Scan Complete","SPRDAPCCGRU03","Cloud Agent","Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-CCURE"
"208600071","SHOMAPPOSTGRU01","172.31.52.13,fe80:0:0:0:250:56ff:feb6:3440","VM,SCA,GAV","Red Hat Enterprise Linux 8.10","sysgru","25 Sep 2025 10:05PM GMT-0300","Manifest Downloaded","","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"53353285","SPRDCCTVGRU28.gru.local","10.36.61.102,10.36.60.102,10.36.57.117,fe80:0:0:0:6920:9732:4410:8958,10.36.57.116,10.36.57.102,10.36.57.118","VM,SCA,GAV","Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763 UBR 5458","GRU\thiago.pereira","26 Sep 2025 12:57AM GMT-0300","Inventory Scan Complete","SPRDCCTVGRU28","Cloud Agent","Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-CFTV"
"193149934","sdevapbigru01.gru.local","172.31.52.101","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193149937","10.36.52.246","10.36.52.246","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193149947","172.31.52.84","172.31.52.84","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193149946","172.31.52.28","172.31.52.28","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"23447832","SPRDAPEGTGRU05.gru.local","172.31.49.64","VM,SCA,GAV","Microsoft Windows Server 2012 Datacenter 6.2.9200 64-bit N/A Build 9200 UBR 24314","gru.local\adm-leandro.silva","25 Sep 2025 09:06PM GMT-0300","VM Manifest Downloaded","SPRDAPEGTGRU05","Cloud Agent","Cloud Agent, GRU_ACN_5-Catastrofico, GRU-GERAL, GRU_CAT_ACN-EGATE"
"101701234","SPRDAPINVGRU04.gru.local","172.31.57.57,fe80:0:0:0:1967:c628:c81a:9c8c","VM,SCA,GAV","Microsoft Windows Server 2016 Datacenter 10.0.14393 64-bit N/A Build 14393 UBR 5066","GRU\sistemas.gru","26 Sep 2025 01:23AM GMT-0300","Inventory Scan Complete","SPRDAPINVGRU04","Cloud Agent","Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-CFTV"
"193149949","10.36.52.153","10.36.52.153","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"25317635","SUATBDORAGRU01","10.36.52.144","VM,SCA,GAV","Red Hat Enterprise Linux 8.10","reboot","25 Sep 2025 11:59PM GMT-0300","Inventory Scan Complete","","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"193168129","uat-services.gru.com.br.gru.com.br","172.31.52.16","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"55978965","TEST-AMS-WEB01.gru.local","10.36.52.68","VM,SCA,GAV","Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763 UBR 7792","GRU\albert.souza","25 Sep 2025 08:08PM GMT-0300","Inventory Scan Complete","TEST-AMS-WEB01","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"193176324","10.36.52.115","10.36.52.115","VM,GAV","VMware ESXi 6.5.0 build 13004031","'-","'-","Scanned","","","AG_GRU_Homologação"
"204676276","10.36.52.82","10.36.52.82","VM,GAV","Ubuntu/Linux","'-","'-","Scanned","","","AG_GRU_Homologação"
"20255166","SPRDAPSAFGRU02.gru.local","fe80:0:0:0:71f8:71d7:1bb3:96f7,172.31.62.51,172.31.7.51","VM,SCA,GAV","Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 5501","GRU\marcus.batista","26 Sep 2025 12:41AM GMT-0300","Inventory Scan Complete","SPRDAPSAFGRU02","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"171092665","SHOMAPRIMAGRU01.gru.local","172.31.52.238","VM,SCA,GAV","Microsoft Windows Server 2022 Datacenter 10.0.20348 64-bit N/A Build 20348 UBR 3207","GRU\thiago.pereira","25 Sep 2025 11:52PM GMT-0300","Inventory Scan Complete","SHOMAPRIMAGRU01","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"220542382","SPRDCFTVGRU218.gru.local","172.31.57.218,172.31.62.218,10.36.61.218,10.36.60.218","VM,SCA,GAV","Microsoft Windows Server 2022 Standard 10.0.20348 64-bit N/A Build 20348 UBR 4171","Alpha","25 Sep 2025 11:05PM GMT-0300","Inventory Scan Complete","SPRDCFTVGRU218","Cloud Agent","Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-CFTV"
"65338217","SPRDSKPPCGRU15","172.31.48.37,fe80:0:0:0:27:6815:1908:4012","VM,SCA,GAV","Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 6529","SD1950237\1950237_parkuser","26 Sep 2025 01:20AM GMT-0300","Inventory Scan Complete","1950237-115","Cloud Agent","Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-ESTACIONAMENTO"
"240932558","SPRDAPMNGGRU01.gru.local","172.31.49.77","VM,SCA,GAV","Microsoft Windows Server 2022 Datacenter 10.0.20348 64-bit N/A Build 20348 UBR 4052","Alpha","25 Sep 2025 10:25PM GMT-0300","VM Manifest Downloaded","SPRDAPMNGGRU01","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"193141531","shombdgru01.gru.local","10.36.52.12","VM,GAV","Windows 2016","'-","'-","Scanned","SHOMBDGRU01","","AG_GRU_Homologação"
"193141535","172.31.52.69","172.31.52.69","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"34929290","SPRDVCHSEGRU04","172.31.49.55","VM,SCA,GAV","Microsoft Windows Server 2019 Datacenter 10.0.17763 64-bit N/A Build 17763 UBR 6189","GRU\antonio.pacheco.t","26 Sep 2025 02:58AM GMT-0300","Inventory Scan Complete","SPRDVCHSEGRU04","Cloud Agent","Cloud Agent, GRU_ACN_3-Maior, GRU-GERAL, GRU_CAT_ACN-ESTACIONAMENTO"
"180886102","shomapamsgru01.gru.local","172.31.52.38","VM,GAV","Windows 2008 R2 Enterprise Service Pack 1","'-","'-","Scanned","SHOMAPAMSGRU01","","AG_GRU_Homologação"
"193141533","10.36.52.109","10.36.52.109","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193141532","172.31.52.195","172.31.52.195","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193178403","172.31.52.112","172.31.52.112","VM,GAV","OS Not Identified","'-","'-","Scanned","","","AG_GRU_Homologação"
"20701593","SHOMAPCMSGRU02.gru.local","fe80:0:0:0:baca:3aff:fe35:1a0f,172.31.52.59","VM,SCA,GAV","Red Hat Enterprise Linux Server 6.10","root","26 Sep 2025 12:43AM GMT-0300","Manifest Downloaded","","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"203895940","shomfsqagru01.gru.local","10.36.52.103","VM,GAV","Windows 2016/2019/10","'-","'-","Scanned","SHOMFSQAGRU01","","AG_GRU_Homologação"
"193141541","172.31.52.81","172.31.52.81","VM,GAV","OS Not Identified","'-","'-","Scanned","","","AG_GRU_Homologação"
"65260360","SPRDSKPPCGRU13","172.31.48.35,fe80:0:0:0:6cfe:df47:ad5d:37f3","VM,SCA,GAV","Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 6529","SD1950237\1950237_parkuser","26 Sep 2025 03:17AM GMT-0300","Inventory Scan Complete","1950237-113","Cloud Agent","Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-ESTACIONAMENTO"
"241678027","SPRDBDORAGRU13","fe80:0:0:0:250:56ff:fea3:a28b,172.31.49.212","VM,SCA,GAV","Red Hat Enterprise Linux 9.6","sysgru","26 Sep 2025 12:18AM GMT-0300","Inventory Scan Complete","","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"203895945","test-ams-apv01.gru.local","10.36.52.69","VM,GAV","Windows 2016/2019/10","'-","'-","Scanned","TEST-AMS-APV01","","AG_GRU_Homologação"
"193166135","172.31.52.225","172.31.52.225","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193166133","10.36.52.49","10.36.52.49","VM,GAV","OS Not Identified","'-","'-","Scanned","","","AG_GRU_Homologação"
"23921108","SPRDAPDCLGRU01.gru.local","172.31.49.187,fe80:0:0:0:44c5:e483:f405:22ba","VM,SCA,GAV","Microsoft Windows Server 2012 R2 Datacenter 6.3.9600 64-bit N/A Build 9600 UBR 19817","SPRDAPDCLGRU01\Administrator","26 Sep 2025 12:41AM GMT-0300","Inventory Scan Complete","SPRDAPDCLGRU01","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"193166138","10.36.52.134","10.36.52.134","VM,GAV","Ubuntu/Linux","'-","'-","Scanned","","","AG_GRU_Homologação"
"193174335","172.31.52.2","172.31.52.2","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193174333","10.36.52.20","10.36.52.20","VM,GAV","Linux 2.6","'-","'-","Scanned","","","AG_GRU_Homologação"
"193166140","172.31.52.204","172.31.52.204","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193174338","10.36.52.230","10.36.52.230","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193174336","172.31.52.252","172.31.52.252","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193174343","10.36.52.154","10.36.52.154","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193174347","172.31.52.220","172.31.52.220","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"24682932","SPRDAPNAPGRU01.gru.local","172.31.50.26","VM,SCA,GAV","Microsoft Windows Server 2008 R2 Enterprise 6.1.7601 64-bit Service Pack 1 Build 7601","administrator","26 Sep 2025 12:21AM GMT-0300","Inventory Scan Complete","SPRDAPNAPGRU01","Cloud Agent","Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-INFRACRITICA"
"65301288","SPRDSKPPCGRU14","172.31.48.36,fe80:0:0:0:65e1:c946:12a8:ae45","VM,SCA,GAV","Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 6529","SD1950237\1950237_parkuser","25 Sep 2025 09:47PM GMT-0300","Inventory Scan Complete","1950237-114","Cloud Agent","Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-ESTACIONAMENTO"
"193166159","172.31.52.226","172.31.52.226","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"55972763","TEST-AMS-APV01.gru.local","10.36.52.69","VM,SCA,GAV","Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763 UBR 6893","Administrator","13 May 2025 02:26AM GMT-0300","Inventory Scan Complete","TEST-AMS-APV01","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"193174350","172.31.52.116","172.31.52.116","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193174348","172.31.52.251","172.31.52.251","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"19251696","SPRDCCTVGRU25.gru.local","10.36.57.127,10.36.57.126,10.36.57.105,10.36.61.105,fe80:0:0:0:2132:883a:ce9b:ec63,fe80:0:0:0:84e:6720:603d:5083,10.36.60.105","VM,SCA,GAV","Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763 UBR 4645","GRU\svc-sql-cluster","26 Sep 2025 08:33AM GMT-0300","Inventory Scan Complete","SPRDCCTVGRU25","Cloud Agent","Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-CFTV"
"20214241","SFTP1-GRU.gru.local","192.168.0.34","VM,SCA,GAV","Microsoft Windows Server 2008 R2 Standard 6.1.7601 64-bit Service Pack 1 Build 7601 UBR 24055","GRU\svc-rima","26 Sep 2025 11:42AM GMT-0300","Inventory Scan Complete","SFTP1-GRU","Cloud Agent","Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-INFRACRITICA"
"65268538","SPRDSKPPCGRU11","172.31.48.33,fe80:0:0:0:30d7:cb5c:cd37:6466","VM,SCA,GAV","Microsoft Windows Server 2016 Standard 10.0.14393 64-bit N/A Build 14393 UBR 6529","SD1950237\1950237_parkuser","26 Sep 2025 02:46AM GMT-0300","Inventory Scan Complete","1950237-111","Cloud Agent","Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-ESTACIONAMENTO"
"142172320","SPRDMYSQLGRU02","172.16.253.90","VM,GAV","Red Hat Enterprise Linux Server 7.9","sysgru","26 Sep 2025 02:30AM GMT-0300","Manifest Downloaded","","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"24379798","SPRDAPSHPGRU01.gru.local","172.31.49.230","VM,SCA,GAV","Microsoft Windows Server 2012 R2 Datacenter 6.3.9600 64-bit N/A Build 9600 UBR 21620","gru.local\adm-luiz.moura.t","26 Sep 2024 05:03PM GMT-0300","Agent Downloaded","SPRDAPSHPGRU01","Cloud Agent","Unmanaged, Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"215852091","SPRDAPLOGSGRU01.GRU.LOCAL","172.31.49.221,172.17.0.1","VM,SCA,GAV","Red Hat Enterprise Linux Server 7.9","sysgru","25 Sep 2025 11:53PM GMT-0300","Manifest Downloaded","","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"21209515","SDQOEMCWGRU01.gru.local","172.31.52.124,fe80:0:0:0:8d47:94a7:ab32:2d33","VM,SCA,GAV","Microsoft Windows Server 2012 R2 Datacenter 6.3.9600 64-bit N/A Build 9600 UBR 21620","SDQOEMCWGRU01\Administrator","26 Sep 2024 05:29PM GMT-0300","Inventory Scan Complete","SDQOEMCWGRU01","Cloud Agent","Unmanaged, Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"118288358","shombdoragru01.gru.local","fe80:0:0:0:baca:3aff:fe33:8f37,169.254.27.150,10.1.1.9,fe80:0:0:0:baca:3aff:fe33:8f3a,172.31.52.65,172.31.52.63,172.31.52.60","VM,SCA,GAV","Red Hat Enterprise Linux Server 6.5","sysgru","25 Sep 2025 11:54PM GMT-0300","Manifest Downloaded","","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"193147763","shomotrsgru01.gru.local","10.36.52.127","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193147762","10.36.52.47","10.36.52.47","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"203062510","SPRDAPCMSGRU10.gru.local","172.31.50.16","VM,SCA,GAV","Microsoft Windows Server 2022 Datacenter 10.0.20348 64-bit N/A Build 20348 UBR 3453","Administrator","25 Sep 2025 11:52PM GMT-0300","Inventory Scan Complete","SPRDAPCMSGRU10","Cloud Agent","Cloud Agent, GRU_ACN_5-Catastrofico, GRU-GERAL, GRU_CAT_ACN-CMS"
"33936112","SPRDVCBKPGRU01.gru.local","172.31.50.149,172.31.62.149,fe80:0:0:0:8425:999a:e805:acfe","VM,SCA,GAV","Microsoft Windows Server 2019 Datacenter 10.0.17763 64-bit N/A Build 17763 UBR 7792","Administrator","25 Sep 2025 09:05PM GMT-0300","Inventory Scan Complete","SPRDVCBKPGRU01","Cloud Agent","Cloud Agent, GRU_ACN_4-Perigoso, GRU-GERAL, GRU_CAT_ACN-INFRACRITICA"
"193147766","172.31.52.241","172.31.52.241","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193147764","10.36.52.228","10.36.52.228","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193147769","ssacad-hm.gru.com.br","10.36.52.90","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193122946","uat-portal.gru.com.br","10.36.52.143","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"193104512","172.31.52.77","172.31.52.77","VM,GAV","VMware ESX Server","'-","'-","Scanned","","","AG_GRU_Homologação"
"56033873","TEST-AMS-SQL1.gru.local","10.36.52.70","VM,SCA,GAV","Microsoft Windows Server 2019 Standard 10.0.17763 64-bit N/A Build 17763 UBR 7792","GRU\albert.souza","25 Sep 2025 09:27PM GMT-0300","VM Manifest Downloaded","TEST-AMS-SQL1","Cloud Agent","Cloud Agent, GRU-GERAL, GRU-CAT-Servidores"
"193104517","172.31.52.85","172.31.52.85","VM,GAV","OS Not Identified","'-","'-","Scanned","","","AG_GRU_Homologação"
